id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2
236,2012,Ahmedabad,2012-04-06,T20,IK Pathan,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,51,194,20,N,,umpire_A,umpire_B
237,2012,Bengaluru,2012-04-07,T20,G Gambhir,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5,150,20,N,,umpire_A,umpire_B
238,2012,Delhi,2012-04-08,T20,AD Russell,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Delhi Capitals,runs,72,210,20,N,,umpire_A,umpire_B
239,2012,Mohali,2012-04-09,T20,Shubman Gill,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,wickets,4,174,20,N,,umpire_A,umpire_B
240,2012,Mohali,2012-04-10,T20,YBK Jaiswal,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sunrisers Hyderabad,runs,7,178,20,N,,umpire_A,umpire_B
241,2012,Hyderabad,2012-04-11,T20,A Nehra,"Rajiv Gandhi International Stadium, Hyderabad",Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Kolkata Knight Riders,runs,9,173,20,N,,umpire_A,umpire_B
242,2012,Chennai,2012-04-12,T20,AM Mishra,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,16,185,20,N,,umpire_A,umpire_B
243,2012,Ahmedabad,2012-04-13,T20,JC Buttler,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Punjab Kings,runs,3,177,20,N,,umpire_A,umpire_B
244,2012,Kolkata,2012-04-14,T20,HH Pandya,"Eden Gardens, Kolkata",Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Kolkata Knight Riders,runs,47,208,20,N,,umpire_A,umpire_B
245,2012,Mumbai,2012-04-15,T20,KL Rahul,"Wankhede Stadium, Mumbai",Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Delhi Capitals,wickets,5,143,20,N,,umpire_A,umpire_B
246,2012,Delhi,2012-04-16,T20,AB de Villiers,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Sunrisers Hyderabad,wickets,3,165,20,N,,umpire_A,umpire_B
247,2012,Mumbai,2012-04-17,T20,JC Buttler,"Wankhede Stadium, Mumbai",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,24,191,20,N,,umpire_A,umpire_B
248,2012,Ahmedabad,2012-04-18,T20,Tilak Varma,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Punjab Kings,Punjab Kings,bat,Punjab Kings,runs,30,206,20,N,,umpire_A,umpire_B
249,2012,Delhi,2012-04-19,T20,SV Samson,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,5,165,20,N,,umpire_A,umpire_B
250,2012,Mohali,2012-04-20,T20,HH Pandya,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6,190,20,N,,umpire_A,umpire_B
251,2012,Jaipur,2012-04-21,T20,A Nortje,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,4,173,20,N,,umpire_A,umpire_B
252,2012,Lucknow,2012-04-22,T20,KL Rahul,"Ekana Cricket Stadium, Lucknow",Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6,165,20,N,,umpire_A,umpire_B
253,2012,Mumbai,2012-04-23,T20,AB de Villiers,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,5,147,20,N,,umpire_A,umpire_B
254,2012,Delhi,2012-04-24,T20,MM Sharma,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Mumbai Indians,wickets,9,130,20,N,,umpire_A,umpire_B
255,2012,Jaipur,2012-04-25,T20,YBK Jaiswal,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7,137,20,N,,umpire_A,umpire_B
256,2012,Delhi,2012-04-26,T20,M Morkel,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5,105,20,N,,umpire_A,umpire_B
257,2012,Chennai,2012-04-27,T20,Shubman Gill,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,Punjab Kings,Punjab Kings,bat,Rajasthan Royals,wickets,6,173,20,N,,umpire_A,umpire_B
258,2012,Bengaluru,2012-04-28,T20,A Nortje,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,Rajasthan Royals,wickets,4,180,20,N,,umpire_A,umpire_B
259,2012,Jaipur,2012-04-29,T20,RG Sharma,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Delhi Capitals,wickets,5,167,20,N,,umpire_A,umpire_B
260,2012,Kolkata,2012-04-30,T20,YBK Jaiswal,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,3,160,20,N,,umpire_A,umpire_B
261,2012,Hyderabad,2012-05-01,T20,YS Chahal,"Rajiv Gandhi International Stadium, Hyderabad",Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,wickets,4,149,20,N,,umpire_A,umpire_B
262,2012,Lucknow,2012-05-02,T20,AD Russell,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,31,173,20,N,,umpire_A,umpire_B
263,2012,Kolkata,2012-05-03,T20,F du Plessis,"Eden Gardens, Kolkata",Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,3,160,20,N,,umpire_A,umpire_B
264,2012,Mohali,2012-05-04,T20,AM Mishra,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Delhi Capitals,wickets,7,163,20,N,,umpire_A,umpire_B
265,2012,Hyderabad,2012-05-05,T20,Mohammed Shami,"Rajiv Gandhi International Stadium, Hyderabad",Rajasthan Royals,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,9,150,20,N,,umpire_A,umpire_B
266,2012,Jaipur,2012-05-06,T20,A Nehra,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Kolkata Knight Riders,wickets,6,164,20,N,,umpire_A,umpire_B
267,2012,Jaipur,2012-05-07,T20,Avesh Khan,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,9,164,20,N,,umpire_A,umpire_B
268,2012,Mohali,2012-05-08,T20,PP Chawla,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,5,169,20,N,,umpire_A,umpire_B
269,2012,Chennai,2012-05-09,T20,RG Sharma,"MA Chidambaram Stadium, Chennai",Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,Punjab Kings,wickets,7,183,20,N,,umpire_A,umpire_B
270,2012,Ahmedabad,2012-05-10,T20,F du Plessis,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Delhi Capitals,Delhi Capitals,field,,no result,0,0,20,N,,umpire_A,umpire_B
271,2012,Kolkata,2012-05-11,T20,PA Patel,"Eden Gardens, Kolkata",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,wickets,5,158,20,N,,umpire_A,umpire_B
272,2012,Mumbai,2012-05-12,T20,Shubman Gill,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,63,156,20,N,,umpire_A,umpire_B
273,2012,Mohali,2012-05-13,T20,Rashid Khan,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,8,159,20,N,,umpire_A,umpire_B
274,2012,Bengaluru,2012-05-14,T20,BB McCullum,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Chennai Super Kings,wickets,4,167,20,N,,umpire_A,umpire_B
275,2012,Mohali,2012-05-15,T20,SK Raina,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7,152,20,N,,umpire_A,umpire_B
276,2013,Kolkata,2013-03-22,T20,MM Sharma,"Eden Gardens, Kolkata",Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,0,180,20,N,,umpire_A,umpire_B
277,2013,Delhi,2013-03-23,T20,DP Conway,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7,177,20,N,,umpire_A,umpire_B
278,2013,Lucknow,2013-03-24,T20,JJ Bumrah,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Rajasthan Royals,wickets,5,182,20,N,,umpire_A,umpire_B
279,2013,Hyderabad,2013-03-25,T20,DJ Bravo,"Rajiv Gandhi International Stadium, Hyderabad",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,49,198,20,N,,umpire_A,umpire_B
280,2013,Lucknow,2013-03-26,T20,Avesh Khan,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,29,203,20,N,,umpire_A,umpire_B
281,2013,Hyderabad,2013-03-27,T20,Mohammed Shami,"Rajiv Gandhi International Stadium, Hyderabad",Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Punjab Kings,wickets,7,135,20,N,,umpire_A,umpire_B
282,2013,Lucknow,2013-03-28,T20,SP Narine,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7,141,20,N,,umpire_A,umpire_B
283,2013,Chennai,2013-03-29,T20,G Gambhir,"MA Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,6,166,20,N,,umpire_A,umpire_B
284,2013,Delhi,2013-03-30,T20,V Kohli,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad,wickets,3,177,20,N,,umpire_A,umpire_B
285,2013,Lucknow,2013-03-31,T20,PA Patel,"Ekana Cricket Stadium, Lucknow",Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,,no result,0,0,20,N,,umpire_A,umpire_B
286,2013,Delhi,2013-04-01,T20,Harbhajan Singh,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,3,173,20,N,,umpire_A,umpire_B
287,2013,Chennai,2013-04-02,T20,PA Patel,"MA Chidambaram Stadium, Chennai",Punjab Kings,Delhi Capitals,Punjab Kings,bat,Punjab Kings,runs,16,175,20,N,,umpire_A,umpire_B
288,2013,Bengaluru,2013-04-03,T20,RG Sharma,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,runs,34,196,20,N,,umpire_A,umpire_B
289,2013,Bengaluru,2013-04-04,T20,Mohammed Shami,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,field,Delhi Capitals,wickets,2,162,20,N,,umpire_A,umpire_B
290,2013,Lucknow,2013-04-05,T20,A Nehra,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,7,169,20,N,,umpire_A,umpire_B
291,2013,Hyderabad,2013-04-06,T20,YBK Jaiswal,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,2,173,20,N,,umpire_A,umpire_B
292,2013,Chennai,2013-04-07,T20,RA Jadeja,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,Punjab Kings,Punjab Kings,bat,Chennai Super Kings,wickets,6,162,20,N,,umpire_A,umpire_B
293,2013,Jaipur,2013-04-08,T20,RG Sharma,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Royal Challengers Bengaluru,wickets,9,128,20,N,,umpire_A,umpire_B
294,2013,Ahmedabad,2013-04-09,T20,KV Sharma,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,wickets,4,161,20,N,,umpire_A,umpire_B
295,2013,Hyderabad,2013-04-10,T20,T Natarajan,"Rajiv Gandhi International Stadium, Hyderabad",Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,wickets,2,184,20,N,,umpire_A,umpire_B
296,2013,Chennai,2013-04-11,T20,SV Samson,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,runs,11,173,20,N,,umpire_A,umpire_B
297,2013,Bengaluru,2013-04-12,T20,RG Sharma,"M Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,11,189,20,N,,umpire_A,umpire_B
298,2013,Kolkata,2013-04-13,T20,A Nortje,"Eden Gardens, Kolkata",Punjab Kings,Mumbai Indians,Mumbai Indians,bat,Punjab Kings,wickets,4,147,20,N,,umpire_A,umpire_B
299,2013,Kolkata,2013-04-14,T20,DP Conway,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,runs,8,159,20,N,,umpire_A,umpire_B
300,2013,Delhi,2013-04-15,T20,PP Chawla,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,runs,28,175,20,N,,umpire_A,umpire_B
301,2013,Bengaluru,2013-04-16,T20,KA Pollard,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,Mumbai Indians,Punjab Kings,field,Mumbai Indians,runs,77,199,20,N,,umpire_A,umpire_B
302,2013,Bengaluru,2013-04-17,T20,HH Pandya,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,6,192,20,N,,umpire_A,umpire_B
303,2013,Mohali,2013-04-18,T20,V Kohli,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,bat,Mumbai Indians,wickets,5,189,20,N,,umpire_A,umpire_B
304,2013,Bengaluru,2013-04-19,T20,RV Uthappa,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,wickets,9,168,20,N,,umpire_A,umpire_B
305,2013,Chennai,2013-04-20,T20,JC Buttler,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,bat,Royal Challengers Bengaluru,wickets,5,158,20,N,,umpire_A,umpire_B
306,2013,Delhi,2013-04-21,T20,HH Pandya,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Delhi Capitals,wickets,3,154,20,N,,umpire_A,umpire_B
307,2013,Jaipur,2013-04-22,T20,KS Williamson,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Rajasthan Royals,runs,40,128,20,N,,umpire_A,umpire_B
308,2013,Jaipur,2013-04-23,T20,Avesh Khan,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Mumbai Indians,wickets,5,190,20,N,,umpire_A,umpire_B
309,2013,Lucknow,2013-04-24,T20,SV Samson,"Ekana Cricket Stadium, Lucknow",Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,wickets,4,171,20,N,,umpire_A,umpire_B
310,2013,Jaipur,2013-04-25,T20,DL Chahar,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7,163,20,N,,umpire_A,umpire_B
311,2013,Bengaluru,2013-04-26,T20,RP Singh,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,field,Punjab Kings,runs,7,198,20,N,,umpire_A,umpire_B
312,2013,Jaipur,2013-04-27,T20,DP Conway,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6,176,20,N,,umpire_A,umpire_B
313,2013,Kolkata,2013-04-28,T20,DJ Bravo,"Eden Gardens, Kolkata",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,Chennai Super Kings,wickets,7,106,20,N,,umpire_A,umpire_B
314,2013,Hyderabad,2013-04-29,T20,AM Rahane,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,4,144,20,N,,umpire_A,umpire_B
315,2013,Ahmedabad,2013-04-30,T20,F du Plessis,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,5,136,20,N,,umpire_A,umpire_B
316,2013,Kolkata,2013-05-01,T20,KL Rahul,"Eden Gardens, Kolkata",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,5,200,20,N,,umpire_A,umpire_B
317,2013,Mumbai,2013-05-02,T20,SK Raina,"Wankhede Stadium, Mumbai",Mumbai Indians,Punjab Kings,Mumbai Indians,bat,Mumbai Indians,runs,1,178,20,N,,umpire_A,umpire_B
318,2013,Jaipur,2013-05-03,T20,A Nehra,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,wickets,1,156,20,N,,umpire_A,umpire_B
319,2013,Delhi,2013-05-04,T20,BB McCullum,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,19,159,20,N,,umpire_A,umpire_B
320,2013,Bengaluru,2013-05-05,T20,A Nehra,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,5,179,20,N,,umpire_A,umpire_B
321,2013,Hyderabad,2013-05-06,T20,JC Buttler,"Rajiv Gandhi International Stadium, Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Delhi Capitals,wickets,8,175,20,N,,umpire_A,umpire_B
322,2013,Mumbai,2013-05-07,T20,AM Mishra,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Chennai Super Kings,runs,15,186,20,N,,umpire_A,umpire_B
323,2013,Bengaluru,2013-05-08,T20,B Kumar,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8,162,20,N,,umpire_A,umpire_B
324,2013,Ahmedabad,2013-05-09,T20,Z Khan,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,wickets,8,142,20,N,,umpire_A,umpire_B
325,2013,Bengaluru,2013-05-10,T20,RA Jadeja,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,wickets,3,117,20,N,,umpire_A,umpire_B
326,2013,Hyderabad,2013-05-11,T20,DA Warner,"Rajiv Gandhi International Stadium, Hyderabad",Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Delhi Capitals,runs,3,182,20,N,,umpire_A,umpire_B
327,2013,Mohali,2013-05-12,T20,AM Rahane,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Punjab Kings,wickets,5,154,20,N,,umpire_A,umpire_B
328,2013,Chennai,2013-05-13,T20,AD Russell,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,runs,7,166,20,N,,umpire_A,umpire_B
329,2013,Bengaluru,2013-05-14,T20,PP Chawla,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,1,189,20,N,,umpire_A,umpire_B
330,2013,Jaipur,2013-05-15,T20,SE Marsh,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,bat,Royal Challengers Bengaluru,wickets,5,164,20,N,,umpire_A,umpire_B
331,2014,Delhi,2014-03-22,T20,HH Pandya,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,bat,Mumbai Indians,wickets,9,151,20,N,,umpire_A,umpire_B
332,2014,Mumbai,2014-03-23,T20,SE Marsh,"Wankhede Stadium, Mumbai",Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,runs,20,179,20,N,,umpire_A,umpire_B
333,2014,Mumbai,2014-03-24,T20,DP Conway,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,64,219,20,N,,umpire_A,umpire_B
334,2014,Jaipur,2014-03-25,T20,JJ Bumrah,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,Rajasthan Royals,wickets,1,179,20,N,,umpire_A,umpire_B
335,2014,Chennai,2014-03-26,T20,IK Pathan,"MA Chidambaram Stadium, Chennai",Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,runs,33,195,20,N,,umpire_A,umpire_B
336,2014,Ahmedabad,2014-03-27,T20,Rashid Khan,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,61,208,20,N,,umpire_A,umpire_B
337,2014,Chennai,2014-03-28,T20,SE Marsh,"MA Chidambaram Stadium, Chennai",Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,6,191,20,N,,umpire_A,umpire_B
338,2014,Lucknow,2014-03-29,T20,RA Jadeja,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,0,170,20,N,,umpire_A,umpire_B
339,2014,Lucknow,2014-03-30,T20,Avesh Khan,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Delhi Capitals,runs,12,159,20,N,,umpire_A,umpire_B
340,2014,Lucknow,2014-03-31,T20,Mohammed Shami,"Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,,no result,0,0,20,N,,umpire_A,umpire_B
341,2014,Mohali,2014-04-01,T20,G Gambhir,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,21,189,20,N,,umpire_A,umpire_B
342,2014,Ahmedabad,2014-04-02,T20,SE Marsh,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Delhi Capitals,wickets,7,162,20,N,,umpire_A,umpire_B
343,2014,Mumbai,2014-04-03,T20,Z Khan,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,field,,no result,0,0,20,N,,umpire_A,umpire_B
344,2014,Bengaluru,2014-04-04,T20,AD Russell,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,field,Rajasthan Royals,runs,75,216,20,N,,umpire_A,umpire_B
345,2014,Mohali,2014-04-05,T20,Mohammed Shami,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6,123,20,N,,umpire_A,umpire_B
346,2014,Chennai,2014-04-06,T20,Mohammed Shami,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,runs,31,161,20,N,,umpire_A,umpire_B
347,2014,Lucknow,2014-04-07,T20,DJ Bravo,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Punjab Kings,wickets,4,129,20,N,,umpire_A,umpire_B
348,2014,Hyderabad,2014-04-08,T20,T Natarajan,"Rajiv Gandhi International Stadium, Hyderabad",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,41,197,20,N,,umpire_A,umpire_B
349,2014,Delhi,2014-04-09,T20,JC Buttler,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,11,158,20,N,,umpire_A,umpire_B
350,2014,Jaipur,2014-04-10,T20,RV Uthappa,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,runs,14,175,20,N,,umpire_A,umpire_B
351,2014,Kolkata,2014-04-11,T20,CH Gayle,"Eden Gardens, Kolkata",Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Rajasthan Royals,wickets,4,154,20,N,,umpire_A,umpire_B
352,2014,Jaipur,2014-04-12,T20,AM Mishra,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,wickets,3,168,20,N,,umpire_A,umpire_B
353,2014,Kolkata,2014-04-13,T20,AM Mishra,"Eden Gardens, Kolkata",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Punjab Kings,wickets,6,145,20,N,,umpire_A,umpire_B
354,2014,Chennai,2014-04-14,T20,Shubman Gill,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Kolkata Knight Riders,runs,16,203,20,N,,umpire_A,umpire_B
